SH,LIBELLES,year,production_fcfa,production_tonnes,consommation_fcfa,consommation_tonnes,imports_fcfa,exports_fcfa,imports_tonnes,exports_tonnes,year_normalized,years_since_start,economic_period,is_covid_period,balance_commerciale_fcfa,balance_commerciale_tonnes,taux_couverture,ratio_prod_conso_fcfa,ratio_prod_imports,intensite_export,prix_unitaire_production,prix_unitaire_imports,prix_unitaire_exports,total_production_fcfa,total_production_tonnes,part_marche_production,indice_specialisation,valeur_ajoutee_estimee,demande_interieure,taux_autosuffisance,production_fcfa_lag1,production_fcfa_lag2,production_tonnes_lag1,production_tonnes_lag2,imports_fcfa_lag1,imports_fcfa_lag2,exports_fcfa_lag1,exports_fcfa_lag2,production_fcfa_growth,production_tonnes_growth,imports_fcfa_growth,exports_fcfa_growth,production_fcfa_ma3,production_tonnes_ma3,imports_fcfa_ma3,exports_fcfa_ma3,production_trend,sector_encoded,period_encoded,sector_size_category,sector_size_encoded
XIII,"Ouvrages en pierres, plâtres, ciments, amiante, mica ou matières analogues",2015,14.1,84.7,13.3,74.89999999999999,13.7,0.4,79.8,4.9,0.1111111111111111,1,pre_2017,0,-13.299999999999999,-74.89999999999999,2.9197080291970807,1.0601503759398496,1.0291970802919708,2.8368794326241136,0.166469893742621,0.17167919799498746,0.08163265306122448,3126.4,6266.0,0.4509979529170931,90.84963837118408,-0.09004654493376298,27.4,51.45985401459854,16.5,0.0,85.3,0.0,15.7,0.0,0.8,0.0,-14.545454545454547,-0.7033997655334049,-12.738853503184714,-50.0,15.3,85.0,14.7,0.6000000000000001,2.6909090909090905,13,3,small,2
XIII,"Ouvrages en pierres, plâtres, ciments, amiante, mica ou matières analogues",2016,14.1,82.5,13.9,78.5,14.0,0.1,80.5,2.0,0.2222222222222222,2,pre_2017,0,-13.9,-78.5,0.7142857142857143,1.014388489208633,1.0071428571428571,0.7092198581560284,0.1709090909090909,0.17391304347826086,0.05,3483.8,7737.0,0.4047304667317297,81.52945329917617,-0.12391304347826086,28.0,50.357142857142854,14.1,16.5,84.7,85.3,13.7,15.7,0.4,0.8,0.0,-2.5974025974026005,2.1897810218978155,-75.00000000000001,14.9,84.16666666666667,14.466666666666667,0.43333333333333335,2.6909090909090905,13,3,small,2
XIII,"Ouvrages en pierres, plâtres, ciments, amiante, mica ou matières analogues",2017,17.0,102.2,16.4,94.2,16.7,0.3,98.2,4.0,0.3333333333333333,3,2017_2019,0,-16.4,-94.2,1.7964071856287425,1.0365853658536586,1.0179640718562875,1.7647058823529411,0.16634050880626222,0.170061099796334,0.075,3979.1,7398.3,0.42723228870850194,86.06225078985196,-0.095061099796334,33.400000000000006,50.89820359281436,14.1,14.1,82.5,84.7,14.0,13.7,0.1,0.4,20.567375886524825,23.878787878787882,19.28571428571428,199.99999999999997,15.066666666666668,89.8,14.799999999999999,0.26666666666666666,2.6909090909090905,13,0,small,2
XIII,"Ouvrages en pierres, plâtres, ciments, amiante, mica ou matières analogues",2018,17.7,116.7,17.3,112.5,17.5,0.2,114.6,2.1,0.4444444444444444,4,2017_2019,0,-17.3,-112.5,1.1428571428571428,1.023121387283237,1.0114285714285713,1.129943502824859,0.15167095115681234,0.15270506108202445,0.09523809523809523,4259.1,7462.1,0.41558075649785164,83.71515036298511,-0.05746696584392921,35.0,50.57142857142857,17.0,14.1,102.2,82.5,16.7,14.0,0.3,0.1,4.117647058823525,14.187866927592955,4.790419161676651,-33.33333333333333,16.266666666666666,100.46666666666665,16.066666666666666,0.20000000000000004,2.6909090909090905,13,0,small,2
XIII,"Ouvrages en pierres, plâtres, ciments, amiante, mica ou matières analogues",2019,22.6,156.0,22.4,153.39999999999998,22.5,0.1,154.7,1.3,0.5555555555555556,5,2017_2019,0,-22.4,-153.39999999999998,0.4444444444444444,1.0089285714285716,1.0044444444444445,0.4424778761061947,0.14487179487179488,0.14544279250161604,0.07692307692307693,4406.3,7113.4,0.5129019812541135,103.31966966902388,-0.06851971557853911,45.0,50.22222222222222,17.7,17.0,116.7,102.2,17.5,16.7,0.2,0.3,27.683615819209052,33.67609254498714,28.57142857142857,-50.0,19.1,124.96666666666665,18.900000000000002,0.20000000000000004,2.6909090909090905,13,0,small,2
XIII,"Ouvrages en pierres, plâtres, ciments, amiante, mica ou matières analogues",2020,25.7,155.89999999999998,25.7,151.5,25.7,0.0,153.7,2.2,0.6666666666666666,6,2020_2021,1,-25.7,-151.5,0.0,1.0,1.0,0.0,0.1648492623476588,0.16720884840598568,0.0,4923.6,8625.5,0.5219757900723048,105.14751000499427,-0.16720884840598568,51.4,50.0,22.6,17.7,156.0,116.7,22.5,17.5,0.1,0.2,13.716814159292026,-0.06410256410257867,14.22222222222222,-100.0,22.0,142.86666666666667,21.899999999999995,0.10000000000000002,2.6909090909090905,13,1,small,2
XIII,"Ouvrages en pierres, plâtres, ciments, amiante, mica ou matières analogues",2021,29.0,167.5,29.0,163.3,29.0,0.0,165.4,2.1,0.7777777777777778,7,2020_2021,1,-29.0,-163.3,0.0,1.0,1.0,0.0,0.17313432835820897,0.17533252720677145,0.0,5418.6,9230.5,0.5351935924408519,107.81012201349054,-0.17533252720677145,58.0,50.0,25.7,22.6,155.89999999999998,156.0,25.7,22.5,0.0,0.1,12.840466926070043,7.4406670942912285,12.840466926070043,0.0,25.766666666666666,159.79999999999998,25.73333333333333,0.03333333333333333,2.6909090909090905,13,1,small,2
XIII,"Ouvrages en pierres, plâtres, ciments, amiante, mica ou matières analogues",2022,36.1,186.6,35.7,185.6,35.9,0.2,186.1,0.5,0.8888888888888888,8,post_2021,0,-35.699999999999996,-185.6,0.5571030640668525,1.011204481792717,1.0055710306406687,0.554016620498615,0.1934619506966774,0.19290703922622246,0.4,6364.8,10285.6,0.5671820010055304,114.25391035304642,0.20709296077377756,71.8,50.27855153203343,29.0,25.7,167.5,155.89999999999998,29.0,25.7,0.0,0.0,24.48275862068966,11.402985074626862,23.793103448275858,0.0,30.26666666666667,169.99999999999997,30.2,0.06666666666666667,2.6909090909090905,13,2,small,2
XIII,"Ouvrages en pierres, plâtres, ciments, amiante, mica ou matières analogues",2023,37.0,188.0,36.8,183.8,36.9,0.1,185.9,2.1,1.0,9,post_2021,0,-36.8,-183.8,0.2710027100271003,1.0054347826086958,1.0027100271002711,0.2702702702702703,0.19680851063829788,0.19849381387842924,0.047619047619047616,6286.9,11284.7,0.5885253463551194,118.55334274314843,-0.15087476625938162,73.80000000000001,50.135501355013545,36.1,29.0,186.6,167.5,35.9,29.0,0.2,0.0,2.4930747922437635,0.7502679528403031,2.785515320334262,-50.0,34.03333333333333,180.70000000000002,33.93333333333334,0.10000000000000002,2.6909090909090905,13,2,small,2
VIII,"Peaux, cuirs, pelleteries et ouvrages en ces matières",2014,2.4,3.0,0.0,1.6,1.2,1.2,2.3,0.7,0.0,0,pre_2017,0,0.0,-1.5999999999999999,100.0,0.0,2.0,50.0,0.7999999999999999,0.5217391304347826,1.7142857142857144,3056.1,5761.5,0.07853146166683027,122.2410232616644,1.1925465838509317,2.3999999999999995,100.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.0,1.2,1.2,0.4775757575757574,14,3,small,2
VIII,"Peaux, cuirs, pelleteries et ouvrages en ces matières",2015,1.2,3.5,0.6000000000000001,2.7,0.9,0.3,3.1,0.4,0.1111111111111111,1,pre_2017,0,-0.6000000000000001,-2.7,33.33333333333333,1.9999999999999996,1.3333333333333333,25.0,0.34285714285714286,0.2903225806451613,0.7499999999999999,3126.4,6266.0,0.03838280450358239,59.74616031057647,0.4596774193548386,1.8,66.66666666666666,2.4,0.0,3.0,0.0,1.2,0.0,1.2,0.0,-50.0,16.666666666666664,-24.999999999999993,-75.0,1.7999999999999998,3.25,1.05,0.75,0.4775757575757574,14,3,small,2
VIII,"Peaux, cuirs, pelleteries et ouvrages en ces matières",2016,2.5,3.5,-0.1,2.9000000000000004,1.2,1.3,3.2,0.3,0.2222222222222222,2,pre_2017,0,0.10000000000000009,-2.9000000000000004,108.33333333333334,25.0,2.0833333333333335,52.0,0.7142857142857143,0.37499999999999994,4.333333333333334,3483.8,7737.0,0.07176072105172512,111.70177894527664,3.958333333333334,2.4000000000000004,104.16666666666666,1.2,2.4,3.5,3.0,0.9,1.2,0.3,1.2,108.33333333333334,0.0,33.33333333333333,333.33333333333337,2.033333333333333,3.3333333333333335,1.0999999999999999,0.9333333333333332,0.4775757575757574,14,3,small,2
VIII,"Peaux, cuirs, pelleteries et ouvrages en ces matières",2017,0.8,3.2,0.8,3.2,0.8,0.0,3.2,0.0,0.3333333333333333,3,2017_2019,0,-0.8,-3.2,0.0,1.0,1.0,0.0,0.25,0.25,0.0,3979.1,7398.3,0.020105048880400093,31.29525028188725,-0.25,1.6,50.0,2.5,1.2,3.5,3.5,1.2,0.9,1.3,0.3,-68.0,-8.571428571428566,-33.33333333333333,-100.0,1.5,3.4,0.9666666666666665,0.5333333333333333,0.4775757575757574,14,0,small,2
VIII,"Peaux, cuirs, pelleteries et ouvrages en ces matières",2018,3.2,4.9,2.8,4.3,3.0,0.2,4.6,0.3,0.4444444444444444,4,2017_2019,0,-2.8,-4.3,6.666666666666667,1.142857142857143,1.0666666666666667,6.25,0.6530612244897959,0.6521739130434783,0.6666666666666667,4259.1,7462.1,0.07513324411260594,116.9514032510695,0.01449275362318847,6.0,53.333333333333336,0.8,2.5,3.2,3.5,0.8,1.2,0.0,1.3,300.00000000000006,53.125,275.0,0.0,2.1666666666666665,3.866666666666667,1.6666666666666667,0.5,0.4775757575757574,14,0,small,2
VIII,"Peaux, cuirs, pelleteries et ouvrages en ces matières",2019,1.8,7.3,1.6,7.3,1.7,0.1,7.3,0.0,0.5555555555555556,5,2017_2019,0,-1.5999999999999999,-7.3,5.882352941176471,1.125,1.0588235294117647,5.555555555555556,0.24657534246575344,0.2328767123287671,0.0,4406.3,7113.4,0.040850600276876294,63.58749821675316,-0.2328767123287671,3.4,52.94117647058824,3.2,0.8,4.9,3.2,3.0,0.8,0.2,0.0,-43.75,48.979591836734684,-43.333333333333336,-50.0,1.9333333333333333,5.133333333333334,1.8333333333333333,0.10000000000000002,0.4775757575757574,14,0,small,2
VIII,"Peaux, cuirs, pelleteries et ouvrages en ces matières",2020,2.6,10.2,2.6,10.2,2.6,0.0,10.2,0.0,0.6666666666666666,6,2020_2021,1,-2.6,-10.2,0.0,1.0,1.0,0.0,0.25490196078431376,0.25490196078431376,0.0,4923.6,8625.5,0.05280688926801527,82.19849780427674,-0.25490196078431376,5.2,50.0,1.8,3.2,7.3,4.9,1.7,3.0,0.1,0.2,44.44444444444445,39.72602739726027,52.941176470588246,-100.0,2.5333333333333337,7.466666666666666,2.433333333333333,0.10000000000000002,0.4775757575757574,14,1,small,2
VIII,"Peaux, cuirs, pelleteries et ouvrages en ces matières",2021,3.9,14.9,3.7,14.7,3.8,0.1,14.8,0.1,0.7777777777777778,7,2020_2021,1,-3.6999999999999997,-14.700000000000001,2.6315789473684212,1.054054054054054,1.0263157894736843,2.5641025641025643,0.26174496644295303,0.25675675675675674,1.0,5418.6,9230.5,0.07197431070756283,112.03424974785099,0.7432432432432432,7.6,51.31578947368421,2.6,1.8,10.2,7.3,2.6,1.7,0.0,0.1,49.999999999999986,46.07843137254903,46.15384615384614,0.0,2.766666666666667,10.799999999999999,2.6999999999999997,0.06666666666666667,0.4775757575757574,14,1,small,2
VIII,"Peaux, cuirs, pelleteries et ouvrages en ces matières",2022,6.0,21.6,5.0,21.2,5.5,0.5,21.4,0.2,0.8888888888888888,8,post_2021,0,-5.0,-21.2,9.090909090909092,1.2,1.0909090909090908,8.333333333333332,0.27777777777777773,0.25700934579439255,2.5,6364.8,10285.6,0.0942684766214178,146.7370503354279,2.2429906542056073,11.0,54.54545454545454,3.9,2.6,14.9,10.2,3.8,2.6,0.1,0.0,53.846153846153854,44.96644295302014,44.736842105263165,400.0,4.166666666666667,15.566666666666668,3.9666666666666663,0.19999999999999998,0.4775757575757574,14,2,small,2
VIII,"Peaux, cuirs, pelleteries et ouvrages en ces matières",2023,6.199999999999999,18.3,4.0,17.3,5.1,1.1,17.8,0.5,1.0,9,post_2021,0,-3.9999999999999996,-17.3,21.568627450980397,1.5499999999999998,1.2156862745098038,17.74193548387097,0.3387978142076502,0.28651685393258425,2.2,6286.9,11284.7,0.09861776074058756,153.50708784521717,1.913483146067416,10.2,60.78431372549019,6.0,3.9,21.6,14.9,5.5,3.8,0.5,0.1,3.3333333333333215,-15.277777777777779,-7.27272727272728,120.00000000000001,5.366666666666666,18.266666666666666,4.8,0.5666666666666668,0.4775757575757574,14,2,small,2
XIV,"Perles fines ou de culture, pierres gemmes ou similaires, métaux précieux, plaques ou doubles de métaux précieux et ouvrages en ces matières; bijouterie de fantaisie; monnaies",2014,722.8,2.1,-722.0,2.1,0.4,722.4,2.1,0.0,0.0,0,pre_2017,0,722.0,-2.1,180599.99999999997,1.0011080332409972,1806.9999999999998,99.94465965688988,344.19047619047615,0.19047619047619047,0.0,3056.1,5761.5,23.651058538660383,76.2794539398623,-0.19047619047619047,0.7999999999999545,90350.00000000512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.8,2.1,0.4,722.4,188.87878787878788,15,3,large,0
XIV,"Perles fines ou de culture, pierres gemmes ou similaires, métaux précieux, plaques ou doubles de métaux précieux et ouvrages en ces matières; bijouterie de fantaisie; monnaies",2015,795.8,1.7,-795.2,1.7,0.3,795.5,1.7,0.0,0.1111111111111111,1,pre_2017,0,795.2,-1.7,265166.6666666667,1.0007545271629779,2652.6666666666665,99.96230208595125,468.11764705882354,0.17647058823529413,0.0,3126.4,6266.0,25.454196519959055,82.09493912699925,-0.17647058823529413,0.599999999999909,132633.33333335342,722.8,0.0,2.1,0.0,0.4,0.0,722.4,0.0,10.09961261759823,-19.04761904761905,-25.000000000000007,10.119047619047622,759.3,1.9,0.35,758.95,188.87878787878788,15,3,large,0
XIV,"Perles fines ou de culture, pierres gemmes ou similaires, métaux précieux, plaques ou doubles de métaux précieux et ouvrages en ces matières; bijouterie de fantaisie; monnaies",2016,922.4,1.1,-922.0,1.1,0.2,922.2,1.1,0.0,0.2222222222222222,2,pre_2017,0,922.0,-1.1,461100.0,1.0004338394793926,4612.0,99.97831743278405,838.5454545454545,0.18181818181818182,0.0,3483.8,7737.0,26.4768356392445,85.39315740628365,-0.18181818181818182,0.39999999999997726,230600.0000000131,795.8,722.8,1.7,2.1,0.3,0.4,795.5,722.4,15.90851972857502,-35.29411764705881,-33.33333333333333,15.927089880578258,813.6666666666666,1.6333333333333335,0.3,813.3666666666667,188.87878787878788,15,3,large,0
XIV,"Perles fines ou de culture, pierres gemmes ou similaires, métaux précieux, plaques ou doubles de métaux précieux et ouvrages en ces matières; bijouterie de fantaisie; monnaies",2017,1088.7,1.8,-1088.1,1.6,0.3,1088.4,1.7,0.1,0.3333333333333333,3,2017_2019,0,1088.1000000000001,-1.5999999999999999,362800.00000000006,1.0005514199062588,3629.0000000000005,99.972444199504,604.8333333333334,0.17647058823529413,10884.0,3979.1,7398.3,27.360458395114474,88.24301975795899,10883.823529411764,0.599999999999909,181450.0000000275,922.4,795.8,1.1,1.7,0.2,0.3,922.2,795.5,18.029054640069393,63.636363636363626,49.999999999999986,18.02212101496422,935.6333333333332,1.5333333333333332,0.26666666666666666,935.3666666666667,188.87878787878788,15,0,large,0
XIV,"Perles fines ou de culture, pierres gemmes ou similaires, métaux précieux, plaques ou doubles de métaux précieux et ouvrages en ces matières; bijouterie de fantaisie; monnaies",2018,1192.8000000000002,1.4,-1192.0,1.2,0.4,1192.4,1.3,0.1,0.4444444444444444,4,2017_2019,0,1192.0,-1.2,298100.0,1.0006711409395974,2982.0000000000005,99.9664654594232,852.0000000000002,0.3076923076923077,11924.0,4259.1,7462.1,28.00591674297387,90.32475365731744,11923.692307692309,0.8000000000001819,149099.99999996612,1088.7,922.4,1.8,1.1,0.3,0.2,1088.4,922.2,9.561862772113543,-22.22222222222223,33.33333333333335,9.555310547592796,1067.9666666666667,1.4333333333333333,0.3,1067.6666666666667,188.87878787878788,15,0,large,0
XIV,"Perles fines ou de culture, pierres gemmes ou similaires, métaux précieux, plaques ou doubles de métaux précieux et ouvrages en ces matières; bijouterie de fantaisie; monnaies",2019,1331.1,1.1,-1330.7,0.9,0.2,1330.9,1.0,0.1,0.5555555555555556,5,2017_2019,0,1330.7,-0.9,665450.0,1.0003005936725031,6655.499999999999,99.98497483284503,1210.090909090909,0.2,13309.0,4406.3,7113.4,30.209018904750014,97.43020433299503,13308.8,0.3999999999998636,332775.00000011345,1192.8000000000002,1088.7,1.4,1.8,0.4,0.3,1192.4,1088.4,11.594567404426535,-21.428571428571416,-50.0,11.615229788661523,1204.2,1.4333333333333336,0.3,1203.9,188.87878787878788,15,0,large,0
XIV,"Perles fines ou de culture, pierres gemmes ou similaires, métaux précieux, plaques ou doubles de métaux précieux et ouvrages en ces matières; bijouterie de fantaisie; monnaies",2020,2054.9,1.8,-2054.3,1.6,0.3,2054.6,1.7,0.1,0.6666666666666666,6,2020_2021,1,2054.2999999999997,-1.5999999999999999,684866.6666666667,1.0002920702915834,6849.666666666667,99.9854007494282,1141.611111111111,0.17647058823529413,20545.999999999996,4923.6,8625.5,41.73572182955561,134.60615581922335,20545.823529411762,0.6000000000003638,342483.3333331257,1331.1,1192.8000000000002,1.1,1.4,0.2,0.4,1330.9,1192.4,54.37607993388928,63.636363636363626,49.999999999999986,54.37673754602147,1526.2666666666667,1.4333333333333333,0.30000000000000004,1525.9666666666665,188.87878787878788,15,1,large,0
XIV,"Perles fines ou de culture, pierres gemmes ou similaires, métaux précieux, plaques ou doubles de métaux précieux et ouvrages en ces matières; bijouterie de fantaisie; monnaies",2021,2176.6,2.1,-2175.4,1.9,0.6,2176.0,2.0,0.1,0.7777777777777778,7,2020_2021,1,2175.4,-1.9,362666.6666666667,1.00055162269008,3627.6666666666665,99.97243407148765,1036.4761904761904,0.3,21760.0,5418.6,9230.5,40.16904735540545,129.55331333463224,21759.7,1.199999999999818,181383.33333336082,2054.9,1331.1,1.8,1.1,0.3,0.2,2054.6,1330.9,5.9224293152951395,16.666666666666668,100.0,5.908692689574617,1854.2,1.6666666666666667,0.36666666666666664,1853.8333333333333,188.87878787878788,15,1,large,0
XIV,"Perles fines ou de culture, pierres gemmes ou similaires, métaux précieux, plaques ou doubles de métaux précieux et ouvrages en ces matières; bijouterie de fantaisie; monnaies",2022,2103.2000000000003,2.8000000000000003,-2101.4,2.6,0.9,2102.3,2.7,0.1,0.8888888888888888,8,post_2021,0,2101.4,-2.6,233588.8888888889,1.0008565718092701,2336.888888888889,99.95720806390263,751.1428571428572,0.3333333333333333,21023.0,6364.8,10285.6,33.04424333836099,106.57437736183783,21022.666666666668,1.800000000000182,116844.44444443265,2176.6,2054.9,2.1,1.8,0.6,0.3,2176.0,2054.6,-3.372231921345201,33.33333333333334,50.000000000000014,-3.386948529411756,2111.5666666666666,2.233333333333334,0.6,2110.9666666666667,188.87878787878788,15,2,large,0
XIV,"Perles fines ou de culture, pierres gemmes ou similaires, métaux précieux, plaques ou doubles de métaux précieux et ouvrages en ces matières; bijouterie de fantaisie; monnaies",2023,2134.5,2.6,-2132.7,2.4,0.9,2133.6,2.5,0.1,1.0,9,post_2021,0,2132.7,-2.4,237066.66666666666,1.000844000562667,2371.6666666666665,99.95783555867884,820.9615384615385,0.36,21335.999999999996,6286.9,11284.7,33.95155004851358,109.50062526288981,21335.639999999996,1.800000000000182,118583.33333332134,2103.2000000000003,2176.6,2.8000000000000003,2.1,0.9,0.6,2102.3,2176.0,1.4882084442753767,-7.142857142857148,0.0,1.4888455501117692,2138.1,2.5000000000000004,0.7999999999999999,2137.2999999999997,188.87878787878788,15,2,large,0
II,Produit du règne végétal,2014,226.1,1149.3,-43.29999999999998,44.5,91.4,134.7,596.9,552.4,0.0,0,pre_2017,0,43.29999999999998,-44.5,147.37417943107218,5.221709006928409,2.473741794310722,59.575409111012824,0.19672844340033063,0.1531244764617189,0.2438450398262129,3056.1,5761.5,7.398318117862636,103.32953748668854,0.090720563364494,182.8,123.6870897155361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.1,1149.3,91.4,134.7,9.00909090909091,16,3,large,0
II,Produit du règne végétal,2015,300.9,1308.8,-95.70000000000002,114.79999999999995,102.6,198.3,711.8,597.0,0.1111111111111111,1,pre_2017,0,95.70000000000002,-114.79999999999995,193.27485380116963,3.144200626959247,2.9327485380116958,65.90229312063809,0.22990525672371637,0.1441416128125878,0.3321608040201005,3126.4,6266.0,9.624488229273284,134.4216214325472,0.1880191912075127,205.2,146.63742690058479,226.1,0.0,1149.3,0.0,91.4,0.0,134.7,0.0,33.08270676691728,13.878012703384671,12.253829321663007,47.216035634743896,263.5,1229.05,97.0,166.5,9.00909090909091,16,3,large,0
II,Produit du règne végétal,2016,292.4,2261.6,-56.6,-696.8000000000001,117.9,174.5,782.4,1479.2,0.2222222222222222,2,pre_2017,0,56.599999999999994,696.8000000000001,148.00678541136557,5.1660777385159005,2.4800678541136554,59.67852257181943,0.12928899893880438,0.15069018404907977,0.11796917252568956,3483.8,7737.0,8.39313393420977,117.223757301244,-0.032721011523390214,235.79999999999995,124.00339270568278,300.9,226.1,1308.8,1149.3,102.6,91.4,198.3,134.7,-2.824858757062147,72.79951100244499,14.9122807017544,-12.002017145738785,273.1333333333333,1573.2333333333333,103.96666666666665,169.16666666666666,9.00909090909091,16,3,large,0
II,Produit du règne végétal,2017,333.5,1485.3000000000002,-76.69999999999999,225.9,128.4,205.1,855.6,629.7,0.3333333333333333,3,2017_2019,0,76.69999999999999,-225.89999999999998,159.7352024922118,4.348109517601044,2.5973520249221185,61.4992503748126,0.22453376422271593,0.15007012622720897,0.32571065586787357,3979.1,7398.3,8.381292252016788,117.05836896235779,0.1756405296406646,256.79999999999995,129.86760124610595,292.4,300.9,2261.6,1308.8,117.9,102.6,174.5,198.3,14.056087551299598,-34.32525645560664,8.905852417302798,17.53581661891117,308.93333333333334,1685.2333333333333,116.3,192.63333333333333,9.00909090909091,16,0,large,0
II,Produit du règne végétal,2018,382.7,1476.3,-98.3,519.3,142.2,240.5,997.8,478.5,0.4444444444444444,4,2017_2019,0,98.30000000000001,-519.3,169.12798874824193,3.8931841302136316,2.6912798874824193,62.84295793049386,0.25922915396599605,0.14251352976548406,0.5026123301985371,4259.1,7462.1,8.985466413091967,125.49664312558637,0.3600988004330531,284.4,134.56399437412097,333.5,292.4,1485.3000000000002,2261.6,128.4,117.9,205.1,174.5,14.75262368815592,-0.6059381943041963,10.747663551401855,17.259873232569483,336.2,1741.0666666666666,129.5,206.70000000000002,9.00909090909091,16,0,large,0
II,Produit du règne végétal,2019,286.79999999999995,1313.4,-33.599999999999994,477.6,126.6,160.2,895.5,417.9,0.5555555555555556,5,2017_2019,0,33.599999999999994,-477.6,126.54028436018959,8.535714285714286,2.2654028436018954,55.85774058577406,0.21836455002284144,0.14137353433835845,0.38334529791816224,4406.3,7113.4,6.508862310782288,90.90684145006372,0.2419717635798038,253.2,113.27014218009477,382.7,333.5,1476.3,1485.3000000000002,142.2,128.4,240.5,205.1,-25.058792788084673,-11.034342613289972,-10.970464135021093,-33.388773388773394,334.3333333333333,1425.0,132.4,201.9333333333333,9.00909090909091,16,0,large,0
II,Produit du règne végétal,2020,262.1,1369.3,-18.50000000000001,375.3,121.8,140.3,872.3,497.0,0.6666666666666666,6,2020_2021,1,18.500000000000014,-375.29999999999995,115.18883415435141,14.167567567567561,2.1518883415435144,53.52918733307897,0.19141167019645075,0.13963086094233634,0.28229376257545274,4923.6,8625.5,5.323340645056463,74.34910448223408,0.1426629016331164,243.60000000000002,107.59441707717569,286.79999999999995,382.7,1313.4,1476.3,126.6,142.2,160.2,240.5,-8.612273361227315,4.2561291305009785,-3.7914691943127945,-12.421972534332072,310.5333333333333,1386.3333333333333,130.2,180.33333333333334,9.00909090909091,16,1,large,0
II,Produit du règne végétal,2021,269.6,1118.0,-33.79999999999998,324.40000000000003,117.9,151.7,721.2,396.8,0.7777777777777778,7,2020_2021,1,33.79999999999998,-324.40000000000003,128.66836301950804,7.97633136094675,2.2866836301950806,56.26854599406528,0.24114490161001792,0.163477537437604,0.38230846774193544,5418.6,9230.5,4.975454914553574,69.49031481431057,0.21883093030433146,235.8,114.33418150975403,262.1,286.79999999999995,1369.3,1313.4,121.8,126.6,140.3,160.2,2.8615032430370086,-18.352442854012995,-3.201970443349747,8.125445473984302,272.8333333333333,1266.8999999999999,122.10000000000001,150.73333333333332,9.00909090909091,16,1,large,0
II,Produit du règne végétal,2022,393.2,1584.0,-0.8000000000000114,777.1999999999999,196.2,197.0,1180.6,403.4,0.8888888888888888,8,post_2021,0,0.8000000000000114,-777.1999999999999,100.40774719673801,491.499999999993,2.0040774719673804,50.10172939979655,0.24823232323232322,0.16618668473657464,0.48834903321765,6364.8,10285.6,6.177727501256912,86.28200561995959,0.3221623484810754,392.4,100.20387359836901,269.6,262.1,1118.0,1369.3,117.9,121.8,151.7,140.3,45.84569732937684,41.681574239713775,66.41221374045799,29.861568885959137,308.3,1357.1000000000001,145.29999999999998,163.0,9.00909090909091,16,2,large,0
II,Produit du règne végétal,2023,366.6,1780.1,-2.4000000000000057,831.3000000000001,182.1,184.5,1305.7,474.4,1.0,9,post_2021,0,2.4000000000000057,-831.3000000000001,101.31795716639209,152.74999999999966,2.013179571663921,50.32733224222585,0.2059434863209932,0.1394654208470552,0.38891231028667794,6286.9,11284.7,5.831172756048292,81.44180532500806,0.24944688943962273,364.20000000000005,100.65897858319603,393.2,269.6,1584.0,1118.0,196.2,117.9,197.0,151.7,-6.765005086469982,12.3800505050505,-7.186544342507643,-6.345177664974619,343.1333333333334,1494.0333333333335,165.4,177.73333333333332,9.00909090909091,16,2,large,0
IV,"Produits des industries alimentaires : boissons, alcool, etc.",2014,106.7,305.9,91.1,206.5,98.9,7.8,256.2,49.7,0.0,0,pre_2017,0,-91.10000000000001,-206.5,7.8867542972699685,1.171240395170143,1.0788675429726997,7.310215557638237,0.348806799607715,0.3860265417642467,0.15694164989939638,3056.1,5761.5,3.4913778999378295,113.23189126213482,-0.22908489186485034,197.8,53.94337714863499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.7,305.9,98.9,7.8,7.953333333333335,17,3,medium,1
IV,"Produits des industries alimentaires : boissons, alcool, etc.",2015,118.5,340.6,103.5,250.2,111.0,7.5,295.4,45.2,0.1111111111111111,1,pre_2017,0,-103.5,-250.2,6.756756756756757,1.144927536231884,1.0675675675675675,6.329113924050633,0.3479154433352906,0.37576167907921465,0.165929203539823,3126.4,6266.0,3.7903019447287614,122.92655506120597,-0.20983247553939166,222.0,53.37837837837838,106.7,0.0,305.9,0.0,98.9,0.0,7.8,0.0,11.059044048734767,11.3435763321347,12.234580384226485,-3.8461538461538445,112.6,323.25,104.95,7.65,7.953333333333335,17,3,medium,1
IV,"Produits des industries alimentaires : boissons, alcool, etc.",2016,121.6,432.9,105.4,120.70000000000002,113.5,8.1,276.8,156.1,0.2222222222222222,2,pre_2017,0,-105.4,-120.70000000000002,7.136563876651982,1.1537001897533206,1.0713656387665198,6.661184210526317,0.2808962808962809,0.41004335260115604,0.051889814221652786,3483.8,7737.0,3.49044147195591,113.20152115770546,-0.35815353837950326,227.0,53.56828193832599,118.5,106.7,340.6,305.9,111.0,98.9,7.5,7.8,2.6160337552742567,27.09923664122136,2.2522522522522523,7.999999999999995,115.60000000000001,359.8,107.8,7.8,7.953333333333335,17,3,medium,1
