SH,LIBELLES,year,production_fcfa,production_tonnes,consommation_fcfa,consommation_tonnes,imports_fcfa,exports_fcfa,imports_tonnes,exports_tonnes,year_normalized,years_since_start,economic_period,is_covid_period,balance_commerciale_fcfa,balance_commerciale_tonnes,taux_couverture,ratio_prod_conso_fcfa,ratio_prod_imports,intensite_export,prix_unitaire_production,prix_unitaire_imports,prix_unitaire_exports,total_production_fcfa,total_production_tonnes,part_marche_production,indice_specialisation,valeur_ajoutee_estimee,demande_interieure,taux_autosuffisance,production_fcfa_lag1,production_fcfa_lag2,production_tonnes_lag1,production_tonnes_lag2,imports_fcfa_lag1,imports_fcfa_lag2,exports_fcfa_lag1,exports_fcfa_lag2,production_fcfa_growth,production_tonnes_growth,imports_fcfa_growth,exports_fcfa_growth,production_fcfa_ma3,production_tonnes_ma3,imports_fcfa_ma3,exports_fcfa_ma3,production_trend,sector_encoded,period_encoded,sector_size_category,sector_size_encoded
III,Graisses et huiles animales ou végétales,2015,25.4,115.7,9.8,86.89999999999999,17.6,7.8,101.3,14.4,0.1111111111111111,1,pre_2017,0,-9.8,-86.89999999999999,44.31818181818181,2.591836734693877,1.443181818181818,30.708661417322837,0.21953327571305098,0.17374136229022707,0.5416666666666666,3126.4,6266.0,0.8124360286591606,107.56193327059734,0.36792530437643955,35.2,72.15909090909089,23.9,0.0,95.6,0.0,16.3,0.0,7.6,0.0,6.2761506276150625,21.02510460251047,7.97546012269939,2.631578947368424,24.65,105.65,16.950000000000003,7.699999999999999,1.5127272727272725,4,3,medium,1
III,Graisses et huiles animales ou végétales,2016,35.1,96.1,16.5,61.1,25.8,9.3,78.6,17.5,0.2222222222222222,2,pre_2017,0,-16.5,-61.099999999999994,36.04651162790698,2.1272727272727274,1.3604651162790697,26.495726495726498,0.3652445369406868,0.32824427480916035,0.5314285714285715,3483.8,7737.0,1.0075205235662208,133.39001656960207,0.20318429661941112,51.60000000000001,68.02325581395348,25.4,23.9,115.7,95.6,17.6,16.3,7.8,7.6,38.18897637795277,-16.940363007778743,46.59090909090908,19.230769230769244,28.133333333333336,102.46666666666665,19.900000000000002,8.233333333333333,1.5127272727272725,4,3,medium,1
III,Graisses et huiles animales ou végétales,2017,30.8,87.4,6.6,52.0,18.7,12.1,69.7,17.7,0.3333333333333333,3,2017_2019,0,-6.6,-52.0,64.70588235294117,4.666666666666667,1.647058823529412,39.285714285714285,0.3524027459954233,0.26829268292682923,0.6836158192090396,3979.1,7398.3,0.7740443818954035,102.47909646661306,0.41532313628221035,37.4,82.3529411764706,35.1,25.4,96.1,115.7,25.8,17.6,9.3,7.8,-12.250712250712253,-9.053069719042654,-27.519379844961243,30.107526881720414,30.433333333333334,99.73333333333333,20.700000000000003,9.733333333333334,1.5127272727272725,4,0,medium,1
III,Graisses et huiles animales ou végétales,2018,34.9,126.3,6.899999999999999,76.89999999999999,20.9,14.0,101.6,24.7,0.4444444444444444,4,2017_2019,0,-6.899999999999999,-76.89999999999999,66.98564593301435,5.057971014492755,1.6698564593301435,40.11461318051576,0.276326207442597,0.20570866141732283,0.5668016194331984,4259.1,7462.1,0.8194219436031085,108.48682888148637,0.3610929580158756,41.8,83.49282296650718,30.8,35.1,87.4,96.1,18.7,25.8,12.1,9.3,13.311688311688306,44.50800915331807,11.764705882352938,15.702479338842979,33.6,103.26666666666667,21.799999999999997,11.799999999999999,1.5127272727272725,4,0,medium,1
III,Graisses et huiles animales ou végétales,2019,35.5,63.3,-5.899999999999999,16.7,14.8,20.7,40.0,23.3,0.5555555555555556,5,2017_2019,0,5.899999999999999,-16.7,139.86486486486484,6.016949152542375,2.3986486486486487,58.309859154929576,0.5608214849921012,0.37,0.8884120171673819,4406.3,7113.4,0.8056646165717268,106.66543662421111,0.5184120171673819,29.599999999999998,119.93243243243244,34.9,30.8,126.3,87.4,20.9,18.7,14.0,12.1,1.7191977077363938,-49.8812351543943,-29.186602870813388,47.857142857142854,33.733333333333334,92.33333333333333,18.133333333333333,15.6,1.5127272727272725,4,0,medium,1
III,Graisses et huiles animales ou végétales,2020,35.5,63.1,-5.899999999999999,11.499999999999996,14.8,20.7,37.3,25.8,0.6666666666666666,6,2020_2021,1,5.899999999999999,-11.499999999999996,139.86486486486484,6.016949152542375,2.3986486486486487,58.309859154929576,0.5625990491283677,0.39678284182305634,0.8023255813953488,4923.6,8625.5,0.7210171419286701,95.45858993363827,0.4055427395722925,29.599999999999998,119.93243243243244,35.5,34.9,63.3,126.3,14.8,20.9,20.7,14.0,0.0,-0.3159557661927263,0.0,0.0,35.300000000000004,84.23333333333333,16.833333333333332,18.466666666666665,1.5127272727272725,4,1,medium,1
III,Graisses et huiles animales ou végétales,2021,30.3,56.8,-5.900000000000002,7.799999999999997,12.2,18.1,32.3,24.5,0.7777777777777778,7,2020_2021,1,5.900000000000002,-7.799999999999997,148.36065573770495,5.135593220338981,2.4836065573770494,59.73597359735974,0.5334507042253521,0.3777089783281734,0.7387755102040817,5418.6,9230.5,0.5591850293433728,74.03293390547331,0.3610665318759083,24.4,124.18032786885247,35.5,35.5,63.1,63.3,14.8,14.8,20.7,20.7,-14.647887323943658,-9.984152139461179,-17.567567567567576,-12.56038647342994,33.766666666666666,61.06666666666666,13.933333333333332,19.833333333333332,1.5127272727272725,4,1,medium,1
III,Graisses et huiles animales ou végétales,2022,35.9,84.3,-3.1000000000000014,31.9,16.4,19.5,58.1,26.2,0.8888888888888888,8,post_2021,0,3.1000000000000014,-31.900000000000002,118.90243902439026,11.580645161290317,2.1890243902439024,54.317548746518106,0.4258600237247924,0.2822719449225473,0.7442748091603054,6364.8,10285.6,0.5640397184514832,74.67566727459516,0.4620028642377581,32.8,109.45121951219512,30.3,35.5,56.8,63.1,12.2,14.8,18.1,20.7,18.481848184818475,48.41549295774648,34.42622950819671,7.734806629834246,33.9,68.06666666666666,14.466666666666667,19.433333333333334,1.5127272727272725,4,2,medium,1
III,Graisses et huiles animales ou végétales,2023,44.5,203.4,9.9,166.79999999999998,27.2,17.3,185.1,18.3,1.0,9,post_2021,0,-9.899999999999999,-166.79999999999998,63.602941176470594,4.494949494949495,1.6360294117647058,38.87640449438202,0.21878072763028514,0.1469475958941113,0.9453551912568307,6286.9,11284.7,0.7078210246703462,93.71149867487988,0.7984075953627193,54.400000000000006,81.80147058823528,35.9,30.3,84.3,56.8,16.4,12.2,19.5,18.1,23.955431754874656,141.2811387900356,65.85365853658539,-11.282051282051277,36.9,114.83333333333333,18.599999999999998,18.3,1.5127272727272725,4,2,medium,1
XVIII,"Instruments et appareils d'optique, de photographie ou de cinématographique, etc.",2014,16.5,2.6,14.1,2.4,15.3,1.2,2.5,0.1,0.0,0,pre_2017,0,-14.100000000000001,-2.4,7.8431372549019605,1.1702127659574468,1.0784313725490196,7.2727272727272725,6.346153846153846,6.12,11.999999999999998,3056.1,5761.5,0.5399037989594582,87.13141888383352,5.879999999999998,30.6,53.92156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,2.6,15.3,1.2,2.1733333333333325,5,3,small,2
XVIII,"Instruments et appareils d'optique, de photographie ou de cinématographique, etc.",2015,21.0,2.1,19.6,2.1,20.3,0.7,2.1,0.0,0.1111111111111111,1,pre_2017,0,-19.6,-2.1,3.4482758620689653,1.0714285714285714,1.0344827586206897,3.3333333333333335,10.0,9.666666666666666,0.0,3126.4,6266.0,0.6716990788126919,108.4009668254039,-9.666666666666666,40.599999999999994,51.724137931034484,16.5,0.0,2.6,0.0,15.3,0.0,1.2,0.0,27.27272727272727,-19.23076923076923,32.6797385620915,-41.66666666666667,18.75,2.35,17.8,0.95,2.1733333333333325,5,3,small,2
XVIII,"Instruments et appareils d'optique, de photographie ou de cinématographique, etc.",2016,21.7,2.7,20.9,2.7,21.3,0.4,2.7,0.0,0.2222222222222222,2,pre_2017,0,-20.900000000000002,-2.7,1.8779342723004695,1.0382775119617225,1.0187793427230045,1.8433179723502304,8.037037037037036,7.888888888888888,0.0,3483.8,7737.0,0.6228830587289741,100.52287983591887,-7.888888888888888,42.6,50.938967136150225,21.0,16.5,2.1,2.6,20.3,15.3,0.7,1.2,3.33333333333333,28.571428571428577,4.926108374384236,-42.85714285714285,19.733333333333334,2.466666666666667,18.96666666666667,0.7666666666666666,2.1733333333333325,5,3,small,2
XVIII,"Instruments et appareils d'optique, de photographie ou de cinématographique, etc.",2017,22.7,3.9,20.3,3.9,21.5,1.2,3.9,0.0,0.3333333333333333,3,2017_2019,0,-20.3,-3.9,5.5813953488372094,1.1182266009852215,1.0558139534883721,5.286343612334802,5.82051282051282,5.512820512820513,0.0,3979.1,7398.3,0.5704807619813526,92.0660279352809,-5.512820512820513,43.0,52.79069767441861,21.7,21.0,2.7,2.1,21.3,20.3,0.4,0.7,4.6082949308755765,44.44444444444443,0.9389671361502313,199.99999999999997,21.8,2.9000000000000004,21.033333333333335,0.7666666666666666,2.1733333333333325,5,0,small,2
XVIII,"Instruments et appareils d'optique, de photographie ou de cinématographique, etc.",2018,28.4,3.3,27.2,3.3,27.8,0.6,3.3,0.0,0.4444444444444444,4,2017_2019,0,-27.2,-3.3,2.158273381294964,1.0441176470588236,1.0215827338129495,2.112676056338028,8.606060606060606,8.424242424242426,0.0,4259.1,7462.1,0.6668075414993777,107.61155473485427,-8.424242424242426,55.6,51.07913669064747,22.7,21.7,3.9,2.7,21.5,21.3,1.2,0.4,25.110132158590304,-15.384615384615389,29.30232558139535,-50.0,24.266666666666666,3.3000000000000003,23.53333333333333,0.7333333333333334,2.1733333333333325,5,0,small,2
XVIII,"Instruments et appareils d'optique, de photographie ou de cinématographique, etc.",2019,26.6,3.5,24.6,3.3,25.6,1.0,3.4,0.1,0.5555555555555556,5,2017_2019,0,-24.6,-3.3,3.90625,1.08130081300813,1.0390625,3.7593984962406015,7.6000000000000005,7.529411764705883,10.0,4406.3,7113.4,0.6036810929805052,97.4240045839807,2.470588235294117,51.2,51.953125,28.4,22.7,3.3,3.9,27.8,21.5,0.6,1.2,-6.338028169014074,6.060606060606066,-7.913669064748198,66.66666666666667,25.899999999999995,3.5666666666666664,24.96666666666667,0.9333333333333335,2.1733333333333325,5,0,small,2
XVIII,"Instruments et appareils d'optique, de photographie ou de cinématographique, etc.",2020,41.1,5.2,39.9,5.2,40.5,0.6,5.2,0.0,0.6666666666666666,6,2020_2021,1,-39.9,-5.2,1.4814814814814814,1.0300751879699248,1.0148148148148148,1.4598540145985401,7.903846153846154,7.788461538461538,0.0,4923.6,8625.5,0.8347550572751645,134.71546727587005,-7.788461538461538,81.0,50.74074074074074,26.6,28.4,3.5,3.3,25.6,27.8,1.0,0.6,54.51127819548872,48.57142857142858,58.203124999999986,-40.0,32.03333333333333,4.0,31.3,0.7333333333333334,2.1733333333333325,5,1,small,2
XVIII,"Instruments et appareils d'optique, de photographie ou de cinématographique, etc.",2021,31.7,3.2,30.1,3.2,30.9,0.8,3.2,0.0,0.7777777777777778,7,2020_2021,1,-30.099999999999998,-3.2,2.5889967637540456,1.053156146179402,1.0258899676375404,2.523659305993691,9.90625,9.656249999999998,0.0,5418.6,9230.5,0.5850219613922415,94.41273366208883,-9.656249999999998,61.8,51.29449838187702,41.1,26.6,5.2,3.5,40.5,25.6,0.6,1.0,-22.87104622871047,-38.46153846153846,-23.703703703703706,33.33333333333335,33.13333333333333,3.9666666666666672,32.333333333333336,0.7999999999999999,2.1733333333333325,5,1,small,2
XVIII,"Instruments et appareils d'optique, de photographie ou de cinématographique, etc.",2022,38.3,3.6,36.3,3.6,37.3,1.0,3.6,0.0,0.8888888888888888,8,post_2021,0,-36.3,-3.6,2.680965147453083,1.0550964187327825,1.0268096514745308,2.6109660574412534,10.638888888888888,10.36111111111111,0.0,6364.8,10285.6,0.6017471091000502,97.11189201887694,-10.36111111111111,74.6,51.34048257372654,31.7,41.1,3.2,5.2,30.9,40.5,0.8,0.6,20.82018927444794,12.499999999999996,20.711974110032358,24.999999999999993,37.03333333333333,4.000000000000001,36.23333333333333,0.7999999999999999,2.1733333333333325,5,2,small,2
XVIII,"Instruments et appareils d'optique, de photographie ou de cinématographique, etc.",2023,31.4,3.2,29.2,3.0,30.3,1.1,3.1,0.1,1.0,9,post_2021,0,-29.2,-3.0,3.6303630363036308,1.0753424657534247,1.0363036303630362,3.5031847133757967,9.812499999999998,9.774193548387096,11.0,6286.9,11284.7,0.49945123987975,80.6030542438919,1.225806451612904,60.6,51.81518151815181,38.3,31.7,3.6,3.2,37.3,30.9,1.0,0.8,-18.015665796344646,-11.111111111111107,-18.766756032171575,10.000000000000009,33.800000000000004,3.3333333333333335,32.833333333333336,0.9666666666666668,2.1733333333333325,5,2,small,2
XVI,"Machines et appareils, matériel électrique et leurs parties, etc.",2014,244.5,89.2,203.3,75.2,223.9,20.6,82.2,7.0,0.0,0,pre_2017,0,-203.3,-75.2,9.200535953550693,1.2026561731431382,1.0920053595355068,8.425357873210634,2.741031390134529,2.723844282238443,2.942857142857143,3056.1,5761.5,8.000392657308335,84.83692602998441,0.21901286061870007,447.79999999999995,54.60026797677535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.5,89.2,223.9,20.6,19.376363636363642,6,3,large,0
XVI,"Machines et appareils, matériel électrique et leurs parties, etc.",2015,294.3,90.6,252.7,79.0,273.5,20.8,84.8,5.8,0.1111111111111111,1,pre_2017,0,-252.7,-79.0,7.605118829981719,1.1646220815195885,1.0760511882998172,7.067618076792388,3.2483443708609276,3.2252358490566038,3.586206896551724,3126.4,6266.0,9.413382804503582,99.82040818310044,0.36097104749512043,547.0,53.80255941499086,244.5,0.0,89.2,0.0,223.9,0.0,20.6,0.0,20.368098159509206,1.5695067264573894,22.152746761947295,0.9708737864077635,269.4,89.9,248.7,20.700000000000003,19.376363636363642,6,3,large,0
XVI,"Machines et appareils, matériel électrique et leurs parties, etc.",2016,382.7,119.3,347.7,108.3,365.2,17.5,113.8,5.5,0.2222222222222222,2,pre_2017,0,-347.7,-108.3,4.791894852135816,1.1006614897900489,1.0479189485213583,4.572772406584792,3.2078792958927074,3.209138840070299,3.1818181818181817,3483.8,7737.0,10.985131178598081,116.48737770102721,-0.02732065825211727,730.4,52.39594742606791,294.3,244.5,90.6,89.2,273.5,223.9,20.8,20.6,30.037376826367645,31.677704194260492,33.528336380255936,-15.865384615384617,307.1666666666667,99.7,287.5333333333333,19.633333333333336,19.376363636363642,6,3,large,0
XVI,"Machines et appareils, matériel électrique et leurs parties, etc.",2017,521.4,163.7,481.8,147.3,501.6,19.8,155.5,8.2,0.3333333333333333,3,2017_2019,0,-481.8,-147.3,3.9473684210526314,1.0821917808219177,1.0394736842105263,3.79746835443038,3.1850946854001223,3.2257234726688107,2.414634146341464,3979.1,7398.3,13.10346560780076,138.95039782702938,-0.8110893263273469,1003.2,51.973684210526315,382.7,294.3,119.3,90.6,365.2,273.5,17.5,20.8,36.242487588189185,37.21709974853311,37.349397590361455,13.142857142857148,399.4666666666667,124.53333333333335,380.09999999999997,19.366666666666667,19.376363636363642,6,0,large,0
XVI,"Machines et appareils, matériel électrique et leurs parties, etc.",2018,448.0,161.0,406.8,143.8,427.4,20.6,152.4,8.6,0.4444444444444444,4,2017_2019,0,-406.79999999999995,-143.8,4.819840898455779,1.1012782694198624,1.0481984089845577,4.5982142857142865,2.782608695652174,2.8044619422572175,2.3953488372093026,4259.1,7462.1,10.518654175764832,111.54081111621066,-0.40911310504791487,854.8,52.40992044922789,521.4,382.7,163.7,119.3,501.6,365.2,19.8,17.5,-14.07748369773686,-1.6493585827733592,-14.792663476874013,4.040404040404043,450.7,148.0,431.40000000000003,19.3,19.376363636363642,6,0,large,0
XVI,"Machines et appareils, matériel électrique et leurs parties, etc.",2019,486.6,177.5,441.8,166.5,464.2,22.4,172.0,5.5,0.5555555555555556,5,2017_2019,0,-441.8,-166.5,4.825506247307195,1.101403349932096,1.048255062473072,4.603370324702014,2.7414084507042253,2.6988372093023254,4.072727272727272,4406.3,7113.4,11.043278941515558,117.10398211942821,1.373890063424947,928.4,52.4127531236536,448.0,521.4,161.0,163.7,427.4,501.6,20.6,19.8,8.616071428571434,10.248447204968944,8.61020121665887,8.737864077669888,485.3333333333333,167.4,464.3999999999999,20.933333333333334,19.376363636363642,6,0,large,0
XVI,"Machines et appareils, matériel électrique et leurs parties, etc.",2020,426.7,226.4,386.9,111.8,406.8,19.9,169.1,57.3,0.6666666666666666,6,2020_2021,1,-386.90000000000003,-111.8,4.8918387413962625,1.1028689583871802,1.0489183874139625,4.663698148582142,1.8847173144876324,2.405677114133649,0.3472949389179756,4923.6,8625.5,8.666422942562352,91.89957463538857,-2.0583821752156735,813.6,52.44591937069812,486.6,448.0,177.5,161.0,464.2,427.4,22.4,20.6,-12.309905466502267,27.54929577464789,-12.365359758724683,-11.160714285714286,453.76666666666665,188.29999999999998,432.8,20.966666666666665,19.376363636363642,6,1,large,0
XVI,"Machines et appareils, matériel électrique et leurs parties, etc.",2021,420.7,167.70000000000002,373.1,147.9,396.9,23.8,157.8,9.9,0.7777777777777778,7,2020_2021,1,-373.09999999999997,-147.9,5.99647266313933,1.1275797373358347,1.0599647266313934,5.657237936772047,2.5086463923673223,2.515209125475285,2.404040404040404,5418.6,9230.5,7.763998080685047,82.33017541536812,-0.11116872143488088,793.8,52.99823633156967,426.7,486.6,226.4,177.5,406.8,464.2,19.9,22.4,-1.4061401453011484,-25.927561837455826,-2.4336283185840792,19.597989949748758,444.6666666666667,190.53333333333333,422.63333333333327,22.03333333333333,19.376363636363642,6,1,large,0
XVI,"Machines et appareils, matériel électrique et leurs parties, etc.",2022,458.1,158.70000000000002,399.9,135.9,429.0,29.1,147.3,11.4,0.8888888888888888,8,post_2021,0,-399.9,-135.9,6.783216783216783,1.1455363840960242,1.0678321678321678,6.352324819908317,2.886578449905482,2.9124236252545823,2.5526315789473686,6364.8,10285.6,7.1973981900452495,76.32189618836102,-0.35979204630721373,858.0,53.39160839160839,420.7,426.7,167.70000000000002,226.4,396.9,406.8,23.8,19.9,8.889945329213225,-5.366726296958855,8.087679516250951,22.268907563025213,435.1666666666667,184.26666666666665,410.90000000000003,24.266666666666666,19.376363636363642,6,2,large,0
XVI,"Machines et appareils, matériel électrique et leurs parties, etc.",2023,478.5,164.3,394.5,130.3,436.5,42.0,147.3,17.0,1.0,9,post_2021,0,-394.5,-130.3,9.621993127147768,1.2129277566539924,1.0962199312714778,8.77742946708464,2.912355447352404,2.9633401221995923,2.4705882352941178,6286.9,11284.7,7.611064276511477,80.70845078410203,-0.49275188690547456,873.0,54.81099656357389,458.1,420.7,158.70000000000002,167.70000000000002,429.0,396.9,29.1,23.8,4.453176162409949,3.528670447384999,1.7482517482517483,44.32989690721649,452.43333333333334,163.5666666666667,420.8,31.633333333333336,19.376363636363642,6,2,large,0
XX,Marchandises et produits divers,2014,19.3,23.3,16.900000000000002,22.1,18.1,1.2,22.7,0.6,0.0,0,pre_2017,0,-16.900000000000002,-22.099999999999998,6.629834254143646,1.1420118343195265,1.0662983425414365,6.217616580310881,0.8283261802575107,0.7973568281938327,2.0,3056.1,5761.5,0.6315238375707601,114.05554819469705,1.2026431718061672,36.2,53.31491712707182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,23.3,18.1,1.2,1.2993939393939398,7,3,small,2
XX,Marchandises et produits divers,2015,17.400000000000002,21.1,14.2,19.7,15.8,1.6,20.4,0.7,0.1111111111111111,1,pre_2017,0,-14.200000000000001,-19.7,10.126582278481013,1.2253521126760565,1.1012658227848102,9.195402298850574,0.8246445497630333,0.7745098039215688,2.285714285714286,3126.4,6266.0,0.5565506653019447,100.51511511158786,1.5112044817927173,31.6,55.06329113924051,19.3,0.0,23.3,0.0,18.1,0.0,1.2,0.0,-9.84455958549222,-9.442060085836907,-12.707182320441992,33.33333333333335,18.35,22.200000000000003,16.950000000000003,1.4,1.2993939393939398,7,3,small,2
XX,Marchandises et produits divers,2016,23.6,27.1,21.2,26.5,22.4,1.2,26.8,0.3,0.2222222222222222,2,pre_2017,0,-21.2,-26.5,5.357142857142858,1.1132075471698115,1.0535714285714286,5.084745762711864,0.8708487084870848,0.835820895522388,4.0,3483.8,7737.0,0.6774212067282852,122.34478335657542,3.164179104477612,44.8,52.67857142857143,17.400000000000002,19.3,21.1,23.3,15.8,18.1,1.6,1.2,35.63218390804597,28.436018957345972,41.77215189873416,-25.000000000000007,20.1,23.833333333333332,18.766666666666666,1.3333333333333333,1.2993939393939398,7,3,small,2
XX,Marchandises et produits divers,2017,22.8,35.6,19.8,34.800000000000004,21.3,1.5,35.2,0.4,0.3333333333333333,3,2017_2019,0,-19.8,-34.800000000000004,7.042253521126761,1.1515151515151516,1.0704225352112675,6.578947368421052,0.6404494382022472,0.6051136363636364,3.75,3979.1,7398.3,0.5729938930914026,103.48482305932112,3.1448863636363638,42.6,53.52112676056338,23.6,17.400000000000002,27.1,21.1,22.4,15.8,1.2,1.6,-3.3898305084745792,31.36531365313653,-4.910714285714277,25.000000000000007,21.266666666666666,27.933333333333337,19.833333333333332,1.4333333333333333,1.2993939393939398,7,0,small,2
XX,Marchandises et produits divers,2018,26.6,38.8,24.2,38.0,25.4,1.2,38.4,0.4,0.4444444444444444,4,2017_2019,0,-24.2,-38.0,4.724409448818897,1.0991735537190084,1.0472440944881891,4.511278195488721,0.6855670103092785,0.6614583333333334,2.9999999999999996,4259.1,7462.1,0.6245450916860369,112.7951607948241,2.338541666666666,50.8,52.36220472440946,22.8,23.6,35.6,27.1,21.3,22.4,1.5,1.2,16.666666666666668,8.988764044943807,19.2488262910798,-20.000000000000004,24.333333333333332,33.833333333333336,23.03333333333333,1.3,1.2993939393939398,7,0,small,2
XX,Marchandises et produits divers,2019,21.4,28.8,18.6,27.4,20.0,1.4,28.1,0.7,0.5555555555555556,5,2017_2019,0,-18.6,-27.400000000000002,6.999999999999999,1.150537634408602,1.0699999999999998,6.5420560747663545,0.7430555555555555,0.7117437722419928,2.0,4406.3,7113.4,0.4856682477361958,87.71348750569234,1.2882562277580072,40.0,53.49999999999999,26.6,22.8,38.8,35.6,25.4,21.3,1.2,1.5,-19.548872180451138,-25.77319587628865,-21.259842519685034,16.666666666666664,23.599999999999998,34.4,22.23333333333333,1.3666666666666665,1.2993939393939398,7,0,small,2
XX,Marchandises et produits divers,2020,23.1,33.0,20.9,32.0,22.0,1.1,32.5,0.5,0.6666666666666666,6,2020_2021,1,-20.9,-32.0,5.0,1.105263157894737,1.05,4.761904761904763,0.7000000000000001,0.676923076923077,2.2,4923.6,8625.5,0.4691689008042895,84.73364423261525,1.5230769230769232,44.0,52.5,21.4,26.6,28.8,38.8,20.0,25.4,1.4,1.2,7.943925233644873,14.583333333333332,10.0,-21.428571428571416,23.700000000000003,33.53333333333333,22.46666666666667,1.2333333333333334,1.2993939393939398,7,1,small,2
XX,Marchandises et produits divers,2021,31.6,37.8,29.4,36.8,30.5,1.1,37.3,0.5,0.7777777777777778,7,2020_2021,1,-29.4,-36.8,3.606557377049181,1.0748299319727892,1.0360655737704918,3.481012658227848,0.835978835978836,0.8176943699731904,2.2,5418.6,9230.5,0.5831764662458937,105.32383355120609,1.3823056300268097,61.0,51.80327868852459,23.1,21.4,33.0,28.8,22.0,20.0,1.1,1.4,36.79653679653679,14.545454545454536,38.63636363636363,0.0,25.366666666666664,33.199999999999996,24.166666666666668,1.2,1.2993939393939398,7,1,small,2
XX,Marchandises et produits divers,2022,29.3,46.9,27.3,45.9,28.3,1.0,46.4,0.5,0.8888888888888888,8,post_2021,0,-27.3,-45.9,3.53356890459364,1.0732600732600732,1.0353356890459364,3.4129692832764507,0.6247334754797441,0.6099137931034483,2.0,6364.8,10285.6,0.4603443941679236,83.1399055927089,1.3900862068965516,56.6,51.76678445229682,31.6,23.1,37.8,33.0,30.5,22.0,1.1,1.1,-7.278481012658229,24.07407407407408,-7.213114754098358,-9.090909090909099,28.0,39.23333333333333,26.933333333333334,1.0666666666666667,1.2993939393939398,7,2,small,2
XX,Marchandises et produits divers,2023,29.9,53.1,25.9,51.1,27.9,2.0,52.1,1.0,1.0,9,post_2021,0,-25.9,-51.1,7.168458781362008,1.1544401544401544,1.07168458781362,6.688963210702341,0.5630885122410546,0.5355086372360844,2.0,6286.9,11284.7,0.47559210421670456,85.89369860077196,1.4644913627639156,55.8,53.584229390681,29.3,31.6,46.9,37.8,28.3,30.5,1.0,1.1,2.047781569965863,13.219616204690837,-1.4134275618374632,100.0,30.266666666666666,45.93333333333334,28.900000000000002,1.3666666666666665,1.2993939393939398,7,2,small,2
VII,Matières plastiques et ouvrages en ces matières,2014,65.7,65.5,60.1,62.3,62.9,2.8,63.9,1.6,0.0,0,pre_2017,0,-60.1,-62.3,4.451510333863275,1.0931780366056572,1.0445151033386328,4.26179604261796,1.003053435114504,0.9843505477308294,1.7499999999999998,3056.1,5761.5,2.1497987631294793,107.58665967771483,0.7656494522691704,125.8,52.22575516693164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.7,65.5,62.9,2.8,5.453333333333336,8,3,medium,1
VII,Matières plastiques et ouvrages en ces matières,2015,61.2,67.2,57.8,61.8,59.5,1.7,64.5,2.7,0.1111111111111111,1,pre_2017,0,-57.8,-61.8,2.857142857142857,1.0588235294117647,1.0285714285714287,2.7777777777777777,0.9107142857142857,0.9224806201550387,0.6296296296296295,3126.4,6266.0,1.957523029682702,97.96422233455243,-0.2928509905254092,119.0,51.42857142857144,65.7,0.0,65.5,0.0,62.9,0.0,2.8,0.0,-6.8493150684931505,2.5954198473282486,-5.405405405405403,-39.285714285714285,63.45,66.35,61.2,2.25,5.453333333333336,8,3,medium,1
VII,Matières plastiques et ouvrages en ces matières,2016,78.5,77.89999999999999,68.69999999999999,70.3,73.6,4.9,74.1,3.8,0.2222222222222222,2,pre_2017,0,-68.69999999999999,-70.3,6.657608695652175,1.1426491994177586,1.0665760869565217,6.24203821656051,1.0077021822849808,0.9932523616734144,1.2894736842105265,3483.8,7737.0,2.253286641024169,112.76570959195757,0.2962213225371122,147.2,53.328804347826086,61.2,65.7,67.2,65.5,59.5,62.9,1.7,2.8,28.267973856209146,15.92261904761903,23.69747899159663,188.23529411764707,68.46666666666667,70.2,65.33333333333333,3.1333333333333333,5.453333333333336,8,3,medium,1
VII,Matières plastiques et ouvrages en ces matières,2017,77.9,81.8,72.1,75.39999999999999,75.0,2.9,78.6,3.2,0.3333333333333333,3,2017_2019,0,-72.1,-75.39999999999999,3.8666666666666667,1.0804438280166437,1.0386666666666668,3.7227214377406925,0.9523227383863082,0.9541984732824428,0.9062499999999999,3979.1,7398.3,1.957729134728959,97.97453685973024,-0.047948473282442894,150.0,51.933333333333344,78.5,61.2,77.89999999999999,67.2,73.6,59.5,4.9,1.7,-0.7643312101910755,5.006418485237492,1.902173913043486,-40.81632653061225,72.53333333333333,75.63333333333333,69.36666666666666,3.1666666666666665,5.453333333333336,8,0,medium,1
VII,Matières plastiques et ouvrages en ces matières,2018,96.8,100.2,92.0,93.8,94.4,2.4,97.0,3.2,0.4444444444444444,4,2017_2019,0,-92.0,-93.8,2.542372881355932,1.0521739130434782,1.0254237288135593,2.479338842975207,0.9660678642714571,0.9731958762886599,0.7499999999999999,4259.1,7462.1,2.2727806344063297,113.7412863146426,-0.22319587628866,188.79999999999998,51.27118644067797,77.9,78.5,81.8,77.89999999999999,75.0,73.6,2.9,4.9,24.26187419768933,22.493887530562354,25.866666666666678,-17.24137931034483,84.39999999999999,86.63333333333333,81.0,3.4,5.453333333333336,8,0,medium,1
